element_tran,node1,node2
O=[N+]([O-])c1cccc([*:1])c1 --->>>--- CN(C)c1cccc([*:1])c1,O=[N+]([O-])c1cccc([*:1])c1,CN(C)c1cccc([*:1])c1
O=[N+]([O-])c1cccc([*:2])c1 --->>>--- CN(C)c1cccc([*:2])c1,O=[N+]([O-])c1cccc([*:2])c1,CN(C)c1cccc([*:2])c1
O=[N+]([O-])c1cccc([*:3])c1 --->>>--- CN(C)c1cccc([*:3])c1,O=[N+]([O-])c1cccc([*:3])c1,CN(C)c1cccc([*:3])c1
O=[N+]([O-])c1cccc([*:1])c1 --->>>--- CN(C)c1ccc([*:1])cc1,O=[N+]([O-])c1cccc([*:1])c1,CN(C)c1ccc([*:1])cc1
O=[N+]([O-])c1cccc([*:2])c1 --->>>--- CN(C)c1ccc([*:2])cc1,O=[N+]([O-])c1cccc([*:2])c1,CN(C)c1ccc([*:2])cc1
O=[N+]([O-])c1cccc([*:3])c1 --->>>--- CN(C)c1ccc([*:3])cc1,O=[N+]([O-])c1cccc([*:3])c1,CN(C)c1ccc([*:3])cc1
O=[N+]([O-])c1ccc2[nH]cc(C=C[*:1])c2c1 --->>>--- C(=C[*:1])c1c[nH]c2ccccc12,O=[N+]([O-])c1ccc2[nH]cc(C=C[*:1])c2c1,C(=C[*:1])c1c[nH]c2ccccc12
O=[N+]([O-])c1ccc2[nH]cc(C=C[*:2])c2c1 --->>>--- C(=C[*:2])c1c[nH]c2ccccc12,O=[N+]([O-])c1ccc2[nH]cc(C=C[*:2])c2c1,C(=C[*:2])c1c[nH]c2ccccc12
O=[N+]([O-])c1ccc2[nH]cc(C=C[*:3])c2c1 --->>>--- C(=C[*:3])c1c[nH]c2ccccc12,O=[N+]([O-])c1ccc2[nH]cc(C=C[*:3])c2c1,C(=C[*:3])c1c[nH]c2ccccc12
O=[N+]([O-])c1ccc2[nH]cc([*:1])c2c1 --->>>--- c1ccc2c([*:1])c[nH]c2c1,O=[N+]([O-])c1ccc2[nH]cc([*:1])c2c1,c1ccc2c([*:1])c[nH]c2c1
O=[N+]([O-])c1ccc2[nH]cc([*:2])c2c1 --->>>--- c1ccc2c([*:2])c[nH]c2c1,O=[N+]([O-])c1ccc2[nH]cc([*:2])c2c1,c1ccc2c([*:2])c[nH]c2c1
O=[N+]([O-])c1ccc2[nH]cc([*:3])c2c1 --->>>--- c1ccc2c([*:3])c[nH]c2c1,O=[N+]([O-])c1ccc2[nH]cc([*:3])c2c1,c1ccc2c([*:3])c[nH]c2c1
O=[N+]([O-])c1ccc([*:1])cc1 --->>>--- O=C(O)C=CC=C[*:1],O=[N+]([O-])c1ccc([*:1])cc1,O=C(O)C=CC=C[*:1]
O=[N+]([O-])c1ccc([*:2])cc1 --->>>--- O=C(O)C=CC=C[*:2],O=[N+]([O-])c1ccc([*:2])cc1,O=C(O)C=CC=C[*:2]
O=[N+]([O-])c1ccc([*:3])cc1 --->>>--- O=C(O)C=CC=C[*:3],O=[N+]([O-])c1ccc([*:3])cc1,O=C(O)C=CC=C[*:3]
O=[N+]([O-])C(=C[*:1])c1ccccc1 --->>>--- O=[N+]([O-])C=C[*:1],O=[N+]([O-])C(=C[*:1])c1ccccc1,O=[N+]([O-])C=C[*:1]
O=[N+]([O-])C(=C[*:2])c1ccccc1 --->>>--- O=[N+]([O-])C=C[*:2],O=[N+]([O-])C(=C[*:2])c1ccccc1,O=[N+]([O-])C=C[*:2]
O=[N+]([O-])C(=C[*:3])c1ccccc1 --->>>--- O=[N+]([O-])C=C[*:3],O=[N+]([O-])C(=C[*:3])c1ccccc1,O=[N+]([O-])C=C[*:3]
O=[N+]([O-])[*:1] --->>>--- CN(C)[*:1],O=[N+]([O-])[*:1],CN(C)[*:1]
O=[N+]([O-])[*:2] --->>>--- CN(C)[*:2],O=[N+]([O-])[*:2],CN(C)[*:2]
O=[N+]([O-])[*:3] --->>>--- CN(C)[*:3],O=[N+]([O-])[*:3],CN(C)[*:3]
O=[N+]([O-])[*:1] --->>>--- ,O=[N+]([O-])[*:1],
O=[N+]([O-])[*:2] --->>>--- ,O=[N+]([O-])[*:2],
O=[N+]([O-])[*:3] --->>>--- ,O=[N+]([O-])[*:3],
O[*:1] --->>>--- CN(C)[*:1],O[*:1],CN(C)[*:1]
O[*:2] --->>>--- CN(C)[*:2],O[*:2],CN(C)[*:2]
O[*:3] --->>>--- CN(C)[*:3],O[*:3],CN(C)[*:3]
O([*:1])[*:1] --->>>--- CN([*:1])[*:1],O([*:1])[*:1],CN([*:1])[*:1]
O([*:2])[*:2] --->>>--- CN([*:2])[*:2],O([*:2])[*:2],CN([*:2])[*:2]
O([*:3])[*:3] --->>>--- CN([*:3])[*:3],O([*:3])[*:3],CN([*:3])[*:3]
O([*:1])[*:1] --->>>--- CCN(C[*:1])[*:1],O([*:1])[*:1],CCN(C[*:1])[*:1]
O([*:2])[*:2] --->>>--- CCN(C[*:2])[*:2],O([*:2])[*:2],CCN(C[*:2])[*:2]
O([*:3])[*:3] --->>>--- CCN(C[*:3])[*:3],O([*:3])[*:3],CCN(C[*:3])[*:3]
N([*:1])[*:1] --->>>--- O=C(OCc1ccccc1)N([*:1])[*:1],N([*:1])[*:1],O=C(OCc1ccccc1)N([*:1])[*:1]
N([*:2])[*:2] --->>>--- O=C(OCc1ccccc1)N([*:2])[*:2],N([*:2])[*:2],O=C(OCc1ccccc1)N([*:2])[*:2]
N([*:3])[*:3] --->>>--- O=C(OCc1ccccc1)N([*:3])[*:3],N([*:3])[*:3],O=C(OCc1ccccc1)N([*:3])[*:3]
N([*:1])[*:1] --->>>--- O=C(N([*:1])[*:1])C(F)(F)F,N([*:1])[*:1],O=C(N([*:1])[*:1])C(F)(F)F
N([*:2])[*:2] --->>>--- O=C(N([*:2])[*:2])C(F)(F)F,N([*:2])[*:2],O=C(N([*:2])[*:2])C(F)(F)F
N([*:3])[*:3] --->>>--- O=C(N([*:3])[*:3])C(F)(F)F,N([*:3])[*:3],O=C(N([*:3])[*:3])C(F)(F)F
N([*:1])[*:1] --->>>--- CN(C(=O)O[*:1])[*:1],N([*:1])[*:1],CN(C(=O)O[*:1])[*:1]
N([*:2])[*:2] --->>>--- CN(C(=O)O[*:2])[*:2],N([*:2])[*:2],CN(C(=O)O[*:2])[*:2]
N([*:3])[*:3] --->>>--- CN(C(=O)O[*:3])[*:3],N([*:3])[*:3],CN(C(=O)O[*:3])[*:3]
N([*:1])[*:1] --->>>--- CN(C(=O)[*:1])[*:1],N([*:1])[*:1],CN(C(=O)[*:1])[*:1]
N([*:2])[*:2] --->>>--- CN(C(=O)[*:2])[*:2],N([*:2])[*:2],CN(C(=O)[*:2])[*:2]
N([*:3])[*:3] --->>>--- CN(C(=O)[*:3])[*:3],N([*:3])[*:3],CN(C(=O)[*:3])[*:3]
N([*:1])[*:1] --->>>--- CCN1c2cc3c(cc2N(CC)C2CCCCC21)C(=C[*:1])C=C([*:1])O3,N([*:1])[*:1],CCN1c2cc3c(cc2N(CC)C2CCCCC21)C(=C[*:1])C=C([*:1])O3
N([*:2])[*:2] --->>>--- CCN1c2cc3c(cc2N(CC)C2CCCCC21)C(=C[*:2])C=C([*:2])O3,N([*:2])[*:2],CCN1c2cc3c(cc2N(CC)C2CCCCC21)C(=C[*:2])C=C([*:2])O3
N([*:3])[*:3] --->>>--- CCN1c2cc3c(cc2N(CC)C2CCCCC21)C(=C[*:3])C=C([*:3])O3,N([*:3])[*:3],CCN1c2cc3c(cc2N(CC)C2CCCCC21)C(=C[*:3])C=C([*:3])O3
N([*:1])[*:1] --->>>--- CC(=O)N([*:1])[*:1],N([*:1])[*:1],CC(=O)N([*:1])[*:1]
N([*:2])[*:2] --->>>--- CC(=O)N([*:2])[*:2],N([*:2])[*:2],CC(=O)N([*:2])[*:2]
N([*:3])[*:3] --->>>--- CC(=O)N([*:3])[*:3],N([*:3])[*:3],CC(=O)N([*:3])[*:3]
N([*:1])[*:1] --->>>--- c1ccn2c([*:1])nc([*:1])c2c1,N([*:1])[*:1],c1ccn2c([*:1])nc([*:1])c2c1
N([*:2])[*:2] --->>>--- c1ccn2c([*:2])nc([*:2])c2c1,N([*:2])[*:2],c1ccn2c([*:2])nc([*:2])c2c1
N([*:3])[*:3] --->>>--- c1ccn2c([*:3])nc([*:3])c2c1,N([*:3])[*:3],c1ccn2c([*:3])nc([*:3])c2c1
N([*:1])([*:1])[*:1] --->>>--- CN1C(=C[*:1])C([*:1])([*:1])c2ccccc21,N([*:1])([*:1])[*:1],CN1C(=C[*:1])C([*:1])([*:1])c2ccccc21
N([*:2])([*:2])[*:2] --->>>--- CN1C(=C[*:2])C([*:2])([*:2])c2ccccc21,N([*:2])([*:2])[*:2],CN1C(=C[*:2])C([*:2])([*:2])c2ccccc21
N([*:3])([*:3])[*:3] --->>>--- CN1C(=C[*:3])C([*:3])([*:3])c2ccccc21,N([*:3])([*:3])[*:3],CN1C(=C[*:3])C([*:3])([*:3])c2ccccc21
N([*:1])([*:1])[*:1] --->>>--- CC1([*:1])C(=C[*:1])N([*:1])c2ccccc21,N([*:1])([*:1])[*:1],CC1([*:1])C(=C[*:1])N([*:1])c2ccccc21
N([*:2])([*:2])[*:2] --->>>--- CC1([*:2])C(=C[*:2])N([*:2])c2ccccc21,N([*:2])([*:2])[*:2],CC1([*:2])C(=C[*:2])N([*:2])c2ccccc21
N([*:3])([*:3])[*:3] --->>>--- CC1([*:3])C(=C[*:3])N([*:3])c2ccccc21,N([*:3])([*:3])[*:3],CC1([*:3])C(=C[*:3])N([*:3])c2ccccc21
N#CC(C#N)=CC=C[*:1] --->>>--- CC1(C)C2=[N+](CCCC2=CC=C[*:1])c2ccccc21,N#CC(C#N)=CC=C[*:1],CC1(C)C2=[N+](CCCC2=CC=C[*:1])c2ccccc21
N#CC(C#N)=CC=C[*:2] --->>>--- CC1(C)C2=[N+](CCCC2=CC=C[*:2])c2ccccc21,N#CC(C#N)=CC=C[*:2],CC1(C)C2=[N+](CCCC2=CC=C[*:2])c2ccccc21
N#CC(C#N)=CC=C[*:3] --->>>--- CC1(C)C2=[N+](CCCC2=CC=C[*:3])c2ccccc21,N#CC(C#N)=CC=C[*:3],CC1(C)C2=[N+](CCCC2=CC=C[*:3])c2ccccc21
N#CC(C#N)=C[*:1] --->>>--- CC1(C)C2=[N+](CCCC2=CC=C[*:1])c2ccccc21,N#CC(C#N)=C[*:1],CC1(C)C2=[N+](CCCC2=CC=C[*:1])c2ccccc21
N#CC(C#N)=C[*:2] --->>>--- CC1(C)C2=[N+](CCCC2=CC=C[*:2])c2ccccc21,N#CC(C#N)=C[*:2],CC1(C)C2=[N+](CCCC2=CC=C[*:2])c2ccccc21
N#CC(C#N)=C[*:3] --->>>--- CC1(C)C2=[N+](CCCC2=CC=C[*:3])c2ccccc21,N#CC(C#N)=C[*:3],CC1(C)C2=[N+](CCCC2=CC=C[*:3])c2ccccc21
N#CC(C#N)=C[*:1] --->>>--- CC1(C)C2=[N+](CCCC2=C[*:1])c2ccccc21,N#CC(C#N)=C[*:1],CC1(C)C2=[N+](CCCC2=C[*:1])c2ccccc21
N#CC(C#N)=C[*:2] --->>>--- CC1(C)C2=[N+](CCCC2=C[*:2])c2ccccc21,N#CC(C#N)=C[*:2],CC1(C)C2=[N+](CCCC2=C[*:2])c2ccccc21
N#CC(C#N)=C[*:3] --->>>--- CC1(C)C2=[N+](CCCC2=C[*:3])c2ccccc21,N#CC(C#N)=C[*:3],CC1(C)C2=[N+](CCCC2=C[*:3])c2ccccc21
N#CC(C#N)=C([*:1])[*:1] --->>>--- N#CC(C#N)=c1ccc(=C([*:1])[*:1])cc1,N#CC(C#N)=C([*:1])[*:1],N#CC(C#N)=c1ccc(=C([*:1])[*:1])cc1
N#CC(C#N)=C([*:2])[*:2] --->>>--- N#CC(C#N)=c1ccc(=C([*:2])[*:2])cc1,N#CC(C#N)=C([*:2])[*:2],N#CC(C#N)=c1ccc(=C([*:2])[*:2])cc1
N#CC(C#N)=C([*:3])[*:3] --->>>--- N#CC(C#N)=c1ccc(=C([*:3])[*:3])cc1,N#CC(C#N)=C([*:3])[*:3],N#CC(C#N)=c1ccc(=C([*:3])[*:3])cc1
N#CC(C#N)[*:1] --->>>--- O=C(O)C=CC=C[*:1],N#CC(C#N)[*:1],O=C(O)C=CC=C[*:1]
N#CC(C#N)[*:2] --->>>--- O=C(O)C=CC=C[*:2],N#CC(C#N)[*:2],O=C(O)C=CC=C[*:2]
N#CC(C#N)[*:3] --->>>--- O=C(O)C=CC=C[*:3],N#CC(C#N)[*:3],O=C(O)C=CC=C[*:3]
N#CC(=Cc1ccc([*:1])s1)C(=O)O --->>>--- O=C(O)c1ccc([*:1])cc1,N#CC(=Cc1ccc([*:1])s1)C(=O)O,O=C(O)c1ccc([*:1])cc1
N#CC(=Cc1ccc([*:2])s1)C(=O)O --->>>--- O=C(O)c1ccc([*:2])cc1,N#CC(=Cc1ccc([*:2])s1)C(=O)O,O=C(O)c1ccc([*:2])cc1
N#CC(=Cc1ccc([*:3])s1)C(=O)O --->>>--- O=C(O)c1ccc([*:3])cc1,N#CC(=Cc1ccc([*:3])s1)C(=O)O,O=C(O)c1ccc([*:3])cc1
N#CC(=Cc1ccc([*:1])s1)[*:1] --->>>--- c1cc([*:1])ccc1[*:1],N#CC(=Cc1ccc([*:1])s1)[*:1],c1cc([*:1])ccc1[*:1]
N#CC(=Cc1ccc([*:2])s1)[*:2] --->>>--- c1cc([*:2])ccc1[*:2],N#CC(=Cc1ccc([*:2])s1)[*:2],c1cc([*:2])ccc1[*:2]
N#CC(=Cc1ccc([*:3])s1)[*:3] --->>>--- c1cc([*:3])ccc1[*:3],N#CC(=Cc1ccc([*:3])s1)[*:3],c1cc([*:3])ccc1[*:3]
N#CC(=Cc1ccc([*:1])cc1)C(=O)O --->>>--- O=C(O)c1ccc([*:1])cc1,N#CC(=Cc1ccc([*:1])cc1)C(=O)O,O=C(O)c1ccc([*:1])cc1
N#CC(=Cc1ccc([*:2])cc1)C(=O)O --->>>--- O=C(O)c1ccc([*:2])cc1,N#CC(=Cc1ccc([*:2])cc1)C(=O)O,O=C(O)c1ccc([*:2])cc1
N#CC(=Cc1ccc([*:3])cc1)C(=O)O --->>>--- O=C(O)c1ccc([*:3])cc1,N#CC(=Cc1ccc([*:3])cc1)C(=O)O,O=C(O)c1ccc([*:3])cc1
N#CC(=Cc1ccc([*:1])cc1)[*:1] --->>>--- c1cc([*:1])ccc1[*:1],N#CC(=Cc1ccc([*:1])cc1)[*:1],c1cc([*:1])ccc1[*:1]
N#CC(=Cc1ccc([*:2])cc1)[*:2] --->>>--- c1cc([*:2])ccc1[*:2],N#CC(=Cc1ccc([*:2])cc1)[*:2],c1cc([*:2])ccc1[*:2]
N#CC(=Cc1ccc([*:3])cc1)[*:3] --->>>--- c1cc([*:3])ccc1[*:3],N#CC(=Cc1ccc([*:3])cc1)[*:3],c1cc([*:3])ccc1[*:3]
N#CC(=C[*:1])C(=O)O --->>>--- O=C(O)[*:1],N#CC(=C[*:1])C(=O)O,O=C(O)[*:1]
N#CC(=C[*:2])C(=O)O --->>>--- O=C(O)[*:2],N#CC(=C[*:2])C(=O)O,O=C(O)[*:2]
N#CC(=C[*:3])C(=O)O --->>>--- O=C(O)[*:3],N#CC(=C[*:3])C(=O)O,O=C(O)[*:3]
N#C[*:1] --->>>--- O=C(O)C=CC=C[*:1],N#C[*:1],O=C(O)C=CC=C[*:1]
N#C[*:2] --->>>--- O=C(O)C=CC=C[*:2],N#C[*:2],O=C(O)C=CC=C[*:2]
N#C[*:3] --->>>--- O=C(O)C=CC=C[*:3],N#C[*:3],O=C(O)C=CC=C[*:3]
N#C/C(=C\c1ccc([*:1])s1)C(=O)O --->>>--- O=C(O)c1ccc([*:1])cc1,N#C/C(=C\c1ccc([*:1])s1)C(=O)O,O=C(O)c1ccc([*:1])cc1
N#C/C(=C\c1ccc([*:2])s1)C(=O)O --->>>--- O=C(O)c1ccc([*:2])cc1,N#C/C(=C\c1ccc([*:2])s1)C(=O)O,O=C(O)c1ccc([*:2])cc1
N#C/C(=C\c1ccc([*:3])s1)C(=O)O --->>>--- O=C(O)c1ccc([*:3])cc1,N#C/C(=C\c1ccc([*:3])s1)C(=O)O,O=C(O)c1ccc([*:3])cc1
Fc1ccc([*:1])cc1 --->>>--- Oc1ccc([*:1])cc1,Fc1ccc([*:1])cc1,Oc1ccc([*:1])cc1
Fc1ccc([*:2])cc1 --->>>--- Oc1ccc([*:2])cc1,Fc1ccc([*:2])cc1,Oc1ccc([*:2])cc1
Fc1ccc([*:3])cc1 --->>>--- Oc1ccc([*:3])cc1,Fc1ccc([*:3])cc1,Oc1ccc([*:3])cc1
Fc1ccc([*:1])cc1 --->>>--- COc1ccc([*:1])cc1,Fc1ccc([*:1])cc1,COc1ccc([*:1])cc1
Fc1ccc([*:2])cc1 --->>>--- COc1ccc([*:2])cc1,Fc1ccc([*:2])cc1,COc1ccc([*:2])cc1
Fc1ccc([*:3])cc1 --->>>--- COc1ccc([*:3])cc1,Fc1ccc([*:3])cc1,COc1ccc([*:3])cc1
Fc1ccc([*:1])cc1 --->>>--- Cc1ccc([*:1])cc1,Fc1ccc([*:1])cc1,Cc1ccc([*:1])cc1
Fc1ccc([*:2])cc1 --->>>--- Cc1ccc([*:2])cc1,Fc1ccc([*:2])cc1,Cc1ccc([*:2])cc1
Fc1ccc([*:3])cc1 --->>>--- Cc1ccc([*:3])cc1,Fc1ccc([*:3])cc1,Cc1ccc([*:3])cc1
F[*:1] --->>>--- O[*:1],F[*:1],O[*:1]
F[*:2] --->>>--- O[*:2],F[*:2],O[*:2]
F[*:3] --->>>--- O[*:3],F[*:3],O[*:3]
F[*:1] --->>>--- CO[*:1],F[*:1],CO[*:1]
F[*:2] --->>>--- CO[*:2],F[*:2],CO[*:2]
F[*:3] --->>>--- CO[*:3],F[*:3],CO[*:3]
F[*:1] --->>>--- C[*:1],F[*:1],C[*:1]
F[*:2] --->>>--- C[*:2],F[*:2],C[*:2]
F[*:3] --->>>--- C[*:3],F[*:3],C[*:3]
CSc1ccc2c(c1)C(C)(C)C(C=C[*:1])=[N+]2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(C=CC=C[*:1])=[N+]2C,CSc1ccc2c(c1)C(C)(C)C(C=C[*:1])=[N+]2C,CSc1ccc2c(c1)C(C)(C)C(C=CC=C[*:1])=[N+]2C
CSc1ccc2c(c1)C(C)(C)C(C=C[*:2])=[N+]2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(C=CC=C[*:2])=[N+]2C,CSc1ccc2c(c1)C(C)(C)C(C=C[*:2])=[N+]2C,CSc1ccc2c(c1)C(C)(C)C(C=CC=C[*:2])=[N+]2C
CSc1ccc2c(c1)C(C)(C)C(C=C[*:3])=[N+]2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(C=CC=C[*:3])=[N+]2C,CSc1ccc2c(c1)C(C)(C)C(C=C[*:3])=[N+]2C,CSc1ccc2c(c1)C(C)(C)C(C=CC=C[*:3])=[N+]2C
CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=CC=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=CC=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=CC=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=CC=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)/C(=C\C=C\C=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)/C(=C\C=C\C=C[*:1])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)/C(=C\C=C\C=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:2])N2C,CSc1ccc2c(c1)C(C)(C)/C(=C\C=C\C=C[*:2])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)/C(=C\C=C\C=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:3])N2C,CSc1ccc2c(c1)C(C)(C)/C(=C\C=C\C=C[*:3])N2C
CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C --->>>--- CSc1ccc2c(c1)C(C)(C)/C(=C\C=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)C(=C[*:1])N2C,CSc1ccc2c(c1)C(C)(C)/C(=C\C=C[*:1])N2C
