element_tran,public,public_num
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:1])=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:*])C([*:*])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:*])C1,CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:1])C([*:2])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:3])C1
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC([*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC([*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC([*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC([*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)([*:*])[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)([*:1])[*:2])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC(C(C)(C)[*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC(C(C)(C)[*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC(C(C)(C)[*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC(C(C)(C)[*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N([*:*])c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N([*:2])c4ccccc4C3(C)[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(C[*:*])c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(C[*:2])c4ccccc4C3(C)[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3([*:*])[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3([*:2])[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(/C=C/C2=C([*:*])/C(=C/C=C3/N(Cc4ccccc4)c4ccccc4C3(C)C)CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(/C=C/C2=C([*:1])/C(=C/C=C3/N(Cc4ccccc4)c4ccccc4C3(C)C)CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC([*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC([*:1])=C2[*:2])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=C[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=C[*:1])=C2[*:2])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:1])c4ccccc4C3(C)C)=C2[*:2])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:1])c4ccccc4C3(C)C)=C2[*:2])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:1])=C2[*:2])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:1])N([*:2])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:1])N(C[*:2])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC([*:*])CC([*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC([*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC([*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC([*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=C[*:*])=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=C[*:1])=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC([*:*])=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC([*:1])=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC([*:*])=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC([*:1])=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:*])C([*:*])=C([*:*])C1,CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:1])C([*:2])=C([*:3])C1
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=C[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=C[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=C[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=C[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC(C)(C)C1CC(=C[*:*])C([*:*])=C(C=C[*:*])C1,CC(C)(C)C1CC(=C[*:1])C([*:2])=C(C=C[*:3])C1
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=C[*:*])=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=C[*:1])=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=C[*:*])=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=C[*:1])=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:*])C([*:*])=C(C=C[*:*])C1,CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:1])C([*:2])=C(C=C[*:3])C1
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:1])c4ccccc4C3(C)[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+]([*:2])c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+]([*:2])c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC(C(C)(C)C)C2)=[N+]([*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC(C(C)(C)C)C2)=[N+]([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:1])c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:1])c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+]([*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC(C(C)(C)C)C2)=[N+]([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:1])c4ccccc4C3(C)[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](C[*:2])c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](C[*:2])c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC(C(C)(C)C)C2)=[N+](C[*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC(C(C)(C)C)C2)=[N+](C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:1])c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:1])c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](C[*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC(C(C)(C)C)C2)=[N+](C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3([*:*])[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3([*:1])[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC(C)(C)C1CC(=C[*:*])C([*:*])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:*])C1,CC(C)(C)C1CC(=C[*:1])C([*:2])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:3])C1
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:1])=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:1])=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:*])C([*:*])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:*])C1,CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:1])C([*:2])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:3])C1
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC([*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC([*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC([*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC([*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)([*:*])[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)([*:1])[*:2])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC(C(C)(C)[*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC(C(C)(C)[*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC(C(C)(C)[*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC(C(C)(C)[*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N([*:*])c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N([*:2])c4ccccc4C3(C)[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(C[*:*])c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(C[*:2])c4ccccc4C3(C)[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
COc1ccc(N[*:*])cc1 --->>>--- CC(=O)O[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3([*:*])[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3([*:2])[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
